Source_PPT,SlideIndex,SelectionTitle,Title,Code,Title_short,Image_sub_url,Deci_Question,Next1_Code,Next2_Code,Desc_Next1,Desc_Next2,Desi_Ques,Narr1_seed,Narr2_seed,Narr3_seed,Narr1,Narr2,Narr3,UAP_Label,UAP_URL,Start_Here,Entity,Function,SubEntity,Exclude,FAQ_Loc,FAQ_File,FAQ_Label,Quiz_Loc,Quiz_File,Quiz_Label,Image_web
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,33,S998b. You have come to the end of the path selected in the – Rental Process,S998b. You have come to the end of the path selected in the – Rental Process,S998b,You have come to the end of the path selected in the – Rental Process,../images/BlanketOrder/S998b.png,,D2a,,Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,,,You have come to the end of the path selected in the – Rental Process,,,Slide S998b. You have come to the end of the path selected in the – Rental Process — You have come to the end of the path selected in the – Rental Process.,,,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S998b.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,34,D2a. Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,D2a. Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,D2a,Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,../images/BlanketOrder/D2a.png,Decision Does the customer want the Gen and ATS shipped separately ?,N2,S999,"No, The customer want the Gen and ATS together separately - Single Step - PPS Sales",,Decision Does the customer want the Gen and ATS shipped separately ?,Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,,,Slide D2a. Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales — Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales.,,,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/D2a.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,35,"N2. No, The customer want the Gen and ATS together separately - Single Step - PPS Sales","N2. No, The customer want the Gen and ATS together not separately - Single Step - PPS Sales",N2,"No, The customer want the Gen and ATS together separately - Single Step - PPS Sales",../images/BlanketOrder/N2.png,,S18,,Create (2) Two Releases - OPM - PPS Sales,,,"No, The customer want the Gen and ATS together separately - Single Step - PPS Sales",,,"Slide N2. No, The customer want the Gen and ATS together separately - Single Step - PPS Sales — No, The customer want the Gen and ATS together separately - Single Step - PPS Sales.",,,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/N2.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,36,S18. Create (2) Two Releases - OPM - PPS Sales,S18. Create (2) Two Releases - OPM - PPS Sales,S18,Create (2) Two Releases - OPM - PPS Sales,../images/BlanketOrder/S18.png,,S8a,,Run OEEPC and await customer call - OPM - PPS Sales,,,Create (2) Two Releases - OPM - PPS Sales,,,Slide S18. Create (2) Two Releases - OPM - PPS Sales — Create (2) Two Releases - OPM - PPS Sales.,,,04_Create a Release,https://scottelectricusa.uap.infor.com/#/content/8ee4bf25-b611-4a98-b451-2bbbe6e4785b?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S18.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,37,S8a. Run OEEPC and await customer call - OPM - PPS Sales,S8a. Run OEEPC and await customer call - OPM - PPS Sales,S8a,Run OEEPC and await customer call - OPM - PPS Sales,../images/BlanketOrder/S8a.png,May we suggest that you traverse all Decision paths with D3a or go to the SOP end Slide,S998c,D1,You have come to the end of the path selected in the – Rental Process,,May we suggest that you traverse all Decision paths with D3a or go to the SOP end Slide,Run OEEPC and await customer call - OPM - PPS Sales,,,Slide S8a. Run OEEPC and await customer call - OPM - PPS Sales — Run OEEPC and await customer call - OPM - PPS Sales.,,,05_Run OEEPC,https://scottelectricusa.uap.infor.com/#/content/1030ffc1-1656-40db-a9d1-de90fa5f2bd0?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S8a.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,38,S998c. You have come to the end of the path selected in the – Rental Process,S998c. You have come to the end of the path selected in the – Rental Process,S998c,You have come to the end of the path selected in the – Rental Process,../images/BlanketOrder/S998c.png,,D3a,,"Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales",,,You have come to the end of the path selected in the – Rental Process,,,Slide S998c. You have come to the end of the path selected in the – Rental Process — You have come to the end of the path selected in the – Rental Process.,,,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S998c.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,39,"D3a. Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales","D3a. Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales",D3a,"Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales",../images/BlanketOrder/D3a.png,"Decision, Were (3) Three Releases created for this Order ?",N3a,S999,No (2) Two Releases created for this Order ? - Single step - PPS Sales,,"Decision, Were (3) Three Releases created for this Order ?","Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales",,,"Slide D3a. Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales — Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales.",,,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/D3a.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,40,N3a. No (2) Two Releases created for this Order ? - Single step - PPS Sales,N3a. No (2) Two Releases created for this Order ? - Single step - PPS Sales,N3a,No (2) Two Releases created for this Order ? - Single step - PPS Sales,../images/BlanketOrder/N3a.png,,S16a,,Customer Calls for Start up - Single step - PPS Sales,,,No (2) Two Releases created for this Order ? - Single step - PPS Sales,,,Slide N3a. No (2) Two Releases created for this Order ? - Single step - PPS Sales — No (2) Two Releases created for this Order ? - Single step - PPS Sales.,,,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/N3a.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,41,S16a. Customer Calls for Start up - Single step - PPS Sales,S16a. Customer Calls for Start up - Single step - PPS Sales,S16a,Customer Calls for Start up - Single step - PPS Sales,../images/BlanketOrder/S16a.png,,S17a,,Customer Calls for Start up - Single step - PPS Sales,,,Customer Calls for Start up - Single step - PPS Sales,,,Slide S16a. Customer Calls for Start up - Single step - PPS Sales — Customer Calls for Start up - Single step - PPS Sales.,,,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S16a.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,42,S17a. Customer Calls for Start up - Single step - PPS Sales,S17a. Customer Calls for Start up - Single step - PPS Sales,S17a,Customer Calls for Start up - Single step - PPS Sales,../images/BlanketOrder/S17a.png,May we suggest that you traverse all Decision paths with D2 or go to the SOP end Slide,S998d,D2,You have come to the end of the path selected in the – Rental Process,,May we suggest that you traverse all Decision paths with D2 or go to the SOP end Slide,Customer Calls for Start up - Single step - PPS Sales,,,Slide S17a. Customer Calls for Start up - Single step - PPS Sales — Customer Calls for Start up - Single step - PPS Sales.,,,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S17a.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,43,S998d. You have come to the end of the path selected in the – Rental Process,S998d. You have come to the end of the path selected in the – Rental Process,S998d,You have come to the end of the path selected in the – Rental Process,../images/BlanketOrder/S998d.png,,S999,,You have successfully completed this SOP On PMA’s,,,You have come to the end of the path selected in the – Rental Process,,,Slide S998d. You have come to the end of the path selected in the – Rental Process — You have come to the end of the path selected in the – Rental Process.,,,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S998d.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,44,S999. You have successfully completed this SOP On PMA’s,S999. You have successfully completed this SOP On PMA’s,S999,You have successfully completed this SOP On PMA’s,../images/BlanketOrder/S999.png,,,,,,,You have successfully completed this SOP On PMA’s,,,Slide S999. You have successfully completed this SOP On PMA’s — You have successfully completed this SOP On PMA’s.,,,,,No,PALCO,Sales,BlanketOrder,,,,,../quiz,PPS_BlanketOrder_quiz.html,Blanket_Order_FAQ,../images/BlanketOrder/S999.png
